Code,Year,Prevalence - Schizophrenia - Sex: Both - Age: Age-standardized (Percent),Prevalence - Bipolar disorder - Sex: Both - Age: Age-standardized (Percent),Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Anxiety disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Drug use disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Alcohol use disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent)
NLD,2010,0.42,0.87,0.4,6.92,1.11,3.91,1.55,16.18
NLD,2011,0.42,0.87,0.4,7.02,1.11,3.89,1.56,16.25
NLD,2012,0.42,0.87,0.41,7.22,1.12,3.86,1.57,16.38
NLD,2013,0.41,0.87,0.41,7.43,1.13,3.83,1.58,16.53
NLD,2014,0.4,0.87,0.41,7.61,1.14,3.8,1.59,16.65
NLD,2015,0.4,0.87,0.41,7.69,1.15,3.79,1.61,16.7
NLD,2016,0.4,0.87,0.42,7.56,1.14,3.83,1.63,16.62
NLD,2017,0.4,0.87,0.42,7.42,1.13,3.88,1.67,16.55
NLD,2018,0.4,0.87,0.42,7.42,1.13,3.89,1.73,16.56
NLD,2019,0.41,0.87,0.42,7.45,1.15,3.9,1.81,16.6
NZL,1990,0.42,1.6,0.62,7.62,1.71,3.88,2.44,18.05
NZL,1991,0.42,1.61,0.61,7.77,1.72,3.9,2.48,18.19
NZL,1992,0.42,1.61,0.6,7.9,1.73,3.92,2.5,18.31
NZL,1993,0.42,1.61,0.59,8.02,1.75,3.93,2.51,18.41
NZL,1994,0.42,1.61,0.59,8.1,1.76,3.94,2.51,18.49
NZL,1995,0.42,1.61,0.59,8.14,1.77,3.94,2.5,18.54
NZL,1996,0.42,1.61,0.59,8.16,1.79,3.94,2.42,18.57
NZL,1997,0.42,1.62,0.59,8.17,1.81,3.94,2.24,18.6
NZL,1998,0.42,1.62,0.59,8.18,1.84,3.93,2.02,18.62
NZL,1999,0.42,1.62,0.59,8.19,1.87,3.93,1.83,18.65
NZL,2000,0.42,1.62,0.59,8.2,1.88,3.94,1.74,18.68
NZL,2001,0.42,1.63,0.6,8.21,1.9,3.96,1.73,18.74
NZL,2002,0.43,1.63,0.6,8.23,1.92,3.97,1.72,18.81
NZL,2003,0.43,1.65,0.61,8.25,1.94,3.99,1.71,18.91
NZL,2004,0.43,1.65,0.61,8.27,1.95,4.01,1.72,18.99
NZL,2005,0.43,1.66,0.62,8.29,1.97,4.03,1.73,19.04
NZL,2006,0.43,1.66,0.62,8.27,1.96,4.04,1.77,19.06
NZL,2007,0.43,1.67,0.63,8.22,1.93,4.05,1.86,19.04
NZL,2008,0.43,1.67,0.63,8.15,1.9,4.05,1.99,19.01
NZL,2009,0.43,1.67,0.64,8.1,1.87,4.05,2.14,18.98
NZL,2010,0.43,1.68,0.64,8.07,1.86,4.05,2.29,18.98
NZL,2011,0.43,1.68,0.64,8.07,1.86,4.06,2.5,18.99
NZL,2012,0.43,1.68,0.65,8.07,1.86,4.08,2.79,19
NZL,2013,0.43,1.67,0.65,8.07,1.85,4.1,3.08,19.02
NZL,2014,0.43,1.67,0.65,8.07,1.85,4.12,3.31,19.03
NZL,2015,0.43,1.67,0.65,8.06,1.85,4.13,3.42,19.04
NZL,2016,0.43,1.67,0.66,8.05,1.84,4.13,3.41,19.04
NZL,2017,0.43,1.67,0.67,8.05,1.84,4.13,3.4,19.03
NZL,2018,0.43,1.67,0.67,8.04,1.84,4.13,3.41,19.03
NZL,2019,0.43,1.67,0.67,8.04,1.84,4.12,3.44,19.04
NIC,1990,0.28,0.88,0.16,4.35,0.49,3.31,2.73,12.84
NIC,1991,0.28,0.88,0.16,4.35,0.48,3.33,2.68,12.88
NIC,1992,0.28,0.88,0.15,4.35,0.47,3.35,2.65,12.92
NIC,1993,0.28,0.88,0.15,4.35,0.46,3.37,2.62,12.96
NIC,1994,0.28,0.88,0.15,4.36,0.45,3.39,2.61,12.99
NIC,1995,0.28,0.88,0.15,4.36,0.45,3.4,2.61,13.01
NIC,1996,0.28,0.88,0.15,4.36,0.44,3.42,2.62,13.03
NIC,1997,0.28,0.88,0.15,4.37,0.44,3.44,2.66,13.06
NIC,1998,0.28,0.88,0.15,4.37,0.44,3.46,2.71,13.09
NIC,1999,0.28,0.88,0.15,4.38,0.44,3.47,2.75,13.12
NIC,2000,0.28,0.89,0.15,4.38,0.44,3.49,2.76,13.14
NIC,2001,0.28,0.89,0.15,4.39,0.43,3.5,2.76,13.16
NIC,2002,0.28,0.89,0.15,4.4,0.43,3.51,2.75,13.18
NIC,2003,0.28,0.89,0.15,4.41,0.42,3.51,2.74,13.21
NIC,2004,0.28,0.89,0.15,4.42,0.41,3.52,2.73,13.22
NIC,2005,0.28,0.89,0.15,4.43,0.41,3.53,2.73,13.23
NIC,2006,0.28,0.89,0.15,4.44,0.41,3.52,2.75,13.23
NIC,2007,0.28,0.89,0.16,4.45,0.4,3.51,2.79,13.23
NIC,2008,0.28,0.89,0.16,4.47,0.4,3.49,2.84,13.22
NIC,2009,0.28,0.9,0.16,4.48,0.4,3.48,2.88,13.22
NIC,2010,0.28,0.9,0.16,4.49,0.4,3.47,2.9,13.22
NIC,2011,0.28,0.9,0.16,4.51,0.4,3.46,2.9,13.23
NIC,2012,0.28,0.9,0.16,4.53,0.4,3.46,2.89,13.24
NIC,2013,0.28,0.9,0.16,4.55,0.39,3.46,2.88,13.25
NIC,2014,0.29,0.9,0.16,4.57,0.39,3.45,2.86,13.25
NIC,2015,0.29,0.9,0.17,4.59,0.39,3.45,2.85,13.26
NIC,2016,0.29,0.9,0.17,4.6,0.4,3.45,2.77,13.28
NIC,2017,0.29,0.9,0.17,4.62,0.4,3.46,2.69,13.29
NIC,2018,0.29,0.9,0.17,4.62,0.39,3.46,2.7,13.28
NIC,2019,0.29,0.9,0.18,4.63,0.38,3.45,2.76,13.27
NER,1990,0.21,0.55,0.08,2.84,0.27,4.19,0.48,11.2
NER,1991,0.21,0.55,0.08,2.84,0.27,4.19,0.47,11.21
NER,1992,0.21,0.55,0.08,2.84,0.28,4.18,0.47,11.23
NER,1993,0.21,0.55,0.08,2.84,0.28,4.18,0.47,11.24
NER,1994,0.21,0.55,0.08,2.84,0.28,4.18,0.47,11.26
NER,1995,0.21,0.55,0.08,2.84,0.28,4.19,0.47,11.27
NER,1996,0.21,0.55,0.08,2.84,0.28,4.19,0.47,11.28
NER,1997,0.21,0.55,0.07,2.84,0.28,4.2,0.47,11.31
NER,1998,0.21,0.55,0.07,2.85,0.28,4.21,0.47,11.33
NER,1999,0.21,0.55,0.07,2.85,0.28,4.22,0.47,11.36
NER,2000,0.21,0.55,0.07,2.86,0.29,4.22,0.47,11.37
NER,2001,0.21,0.55,0.07,2.86,0.29,4.23,0.47,11.38
NER,2002,0.21,0.55,0.07,2.86,0.29,4.23,0.47,11.4
NER,2003,0.21,0.55,0.07,2.86,0.29,4.23,0.47,11.41
NER,2004,0.21,0.55,0.07,2.86,0.3,4.23,0.47,11.42
NER,2005,0.21,0.55,0.07,2.87,0.3,4.24,0.47,11.43
NER,2006,0.21,0.55,0.07,2.87,0.3,4.24,0.46,11.45
NER,2007,0.21,0.55,0.07,2.87,0.3,4.23,0.46,11.47
NER,2008,0.21,0.55,0.07,2.88,0.3,4.23,0.46,11.48
NER,2009,0.21,0.55,0.07,2.88,0.3,4.23,0.46,11.5
NER,2010,0.21,0.55,0.07,2.89,0.3,4.23,0.46,11.51
NER,2011,0.21,0.55,0.07,2.9,0.3,4.23,0.46,11.52
NER,2012,0.21,0.55,0.07,2.92,0.3,4.24,0.46,11.54
NER,2013,0.21,0.55,0.08,2.94,0.3,4.24,0.46,11.56
NER,2014,0.21,0.55,0.08,2.97,0.3,4.25,0.46,11.58
NER,2015,0.21,0.55,0.08,2.99,0.3,4.25,0.46,11.59
NER,2016,0.21,0.55,0.08,3.01,0.3,4.26,0.46,11.61
NER,2017,0.21,0.55,0.08,3.03,0.3,4.27,0.46,11.62
NER,2018,0.21,0.55,0.08,3.03,0.3,4.28,0.46,11.62
NER,2019,0.21,0.55,0.08,3.02,0.3,4.3,0.47,11.63
NGA,1990,0.22,0.56,0.1,2.98,0.27,4.26,0.49,11.15
NGA,1991,0.22,0.56,0.1,2.97,0.27,4.24,0.49,11.14
NGA,1992,0.22,0.56,0.1,2.97,0.27,4.23,0.48,11.14
NGA,1993,0.22,0.56,0.1,2.97,0.27,4.22,0.48,11.15
NGA,1994,0.22,0.56,0.1,2.97,0.27,4.22,0.48,11.15
NGA,1995,0.22,0.56,0.1,2.97,0.27,4.22,0.48,11.16
NGA,1996,0.22,0.56,0.1,2.95,0.28,4.27,0.48,11.2
NGA,1997,0.22,0.56,0.1,2.93,0.28,4.38,0.48,11.3
NGA,1998,0.22,0.56,0.1,2.89,0.28,4.52,0.49,11.4
NGA,1999,0.22,0.56,0.1,2.87,0.28,4.64,0.49,11.49
NGA,2000,0.22,0.56,0.09,2.85,0.28,4.69,0.49,11.53
NGA,2001,0.22,0.56,0.1,2.85,0.28,4.7,0.49,11.54
NGA,2002,0.22,0.56,0.1,2.85,0.28,4.7,0.49,11.54
NGA,2003,0.22,0.56,0.1,2.85,0.28,4.71,0.49,11.54
NGA,2004,0.22,0.56,0.1,2.85,0.28,4.71,0.49,11.54
NGA,2005,0.22,0.56,0.1,2.86,0.28,4.72,0.49,11.53
NGA,2006,0.22,0.56,0.11,2.89,0.28,4.69,0.49,11.51
NGA,2007,0.22,0.56,0.11,2.96,0.29,4.61,0.49,11.48
NGA,2008,0.22,0.56,0.11,3.05,0.29,4.51,0.49,11.43
NGA,2009,0.22,0.56,0.11,3.12,0.29,4.4,0.5,11.37
NGA,2010,0.22,0.56,0.12,3.15,0.29,4.31,0.5,11.29
NGA,2011,0.22,0.56,0.12,3.13,0.29,4.21,0.5,11.18
NGA,2012,0.22,0.56,0.12,3.11,0.29,4.09,0.5,11.03
NGA,2013,0.22,0.56,0.12,3.07,0.29,3.98,0.5,10.88
NGA,2014,0.22,0.56,0.13,3.04,0.29,3.89,0.5,10.76
NGA,2015,0.22,0.56,0.13,3.03,0.29,3.86,0.5,10.71
NGA,2016,0.23,0.56,0.13,3.03,0.3,3.86,0.5,10.71
NGA,2017,0.23,0.56,0.13,3.04,0.3,3.87,0.49,10.72
NGA,2018,0.23,0.56,0.13,3.04,0.3,3.87,0.5,10.72
NGA,2019,0.23,0.56,0.13,3.03,0.3,3.87,0.51,10.72
NIU,1990,0.31,0.29,0.11,4.13,0.76,3.29,0.77,11.77
NIU,1991,0.31,0.29,0.11,4.13,0.76,3.29,0.78,11.79
NIU,1992,0.31,0.29,0.11,4.14,0.76,3.3,0.78,11.8
NIU,1993,0.31,0.29,0.11,4.15,0.76,3.3,0.78,11.81
NIU,1994,0.31,0.29,0.11,4.15,0.76,3.31,0.78,11.82
NIU,1995,0.31,0.29,0.11,4.15,0.76,3.3,0.78,11.83
NIU,1996,0.31,0.29,0.11,4.16,0.76,3.3,0.79,11.83
NIU,1997,0.31,0.29,0.11,4.16,0.76,3.3,0.79,11.83
NIU,1998,0.31,0.29,0.11,4.16,0.76,3.3,0.79,11.82
NIU,1999,0.31,0.29,0.11,4.16,0.76,3.3,0.79,11.82
NIU,2000,0.31,0.29,0.11,4.16,0.76,3.29,0.79,11.82
NIU,2001,0.31,0.29,0.11,4.16,0.76,3.29,0.79,11.81
NIU,2002,0.31,0.29,0.11,4.15,0.77,3.29,0.8,11.8
NIU,2003,0.31,0.29,0.11,4.13,0.77,3.29,0.8,11.79
NIU,2004,0.31,0.29,0.11,4.12,0.77,3.29,0.8,11.78
NIU,2005,0.31,0.29,0.11,4.12,0.77,3.29,0.81,11.77
NIU,2006,0.31,0.29,0.11,4.12,0.77,3.3,0.81,11.76
NIU,2007,0.31,0.29,0.11,4.14,0.78,3.3,0.81,11.76
NIU,2008,0.31,0.29,0.11,4.15,0.78,3.3,0.81,11.77
NIU,2009,0.31,0.29,0.11,4.17,0.78,3.31,0.81,11.78
NIU,2010,0.31,0.29,0.12,4.18,0.78,3.31,0.81,11.78
NIU,2011,0.31,0.29,0.12,4.18,0.78,3.31,0.81,11.78
NIU,2012,0.31,0.29,0.12,4.19,0.77,3.3,0.81,11.77
NIU,2013,0.31,0.29,0.12,4.2,0.77,3.3,0.81,11.77
NIU,2014,0.31,0.29,0.12,4.2,0.77,3.3,0.8,11.76
NIU,2015,0.31,0.29,0.12,4.21,0.77,3.29,0.8,11.76
NIU,2016,0.31,0.29,0.12,4.21,0.77,3.3,0.8,11.76
NIU,2017,0.31,0.29,0.12,4.21,0.78,3.3,0.8,11.76
NIU,2018,0.31,0.29,0.12,4.22,0.78,3.3,0.8,11.77
NIU,2019,0.31,0.29,0.12,4.23,0.78,3.3,0.81,11.77
PRK,1990,0.29,0.19,0.08,3.78,0.59,3.01,0.67,11.35
PRK,1991,0.28,0.19,0.08,3.78,0.59,3,0.67,11.37
PRK,1992,0.28,0.19,0.07,3.79,0.59,2.99,0.67,11.4
PRK,1993,0.28,0.19,0.07,3.79,0.59,2.99,0.67,11.41
PRK,1994,0.28,0.19,0.07,3.79,0.59,2.98,0.67,11.44
PRK,1995,0.28,0.19,0.07,3.78,0.59,2.97,0.68,11.46
PRK,1996,0.28,0.19,0.07,3.78,0.59,2.97,0.68,11.49
PRK,1997,0.28,0.19,0.07,3.79,0.58,2.96,0.69,11.52
PRK,1998,0.28,0.19,0.07,3.79,0.58,2.95,0.69,11.56
PRK,1999,0.28,0.19,0.07,3.79,0.57,2.95,0.7,11.59
PRK,2000,0.28,0.19,0.07,3.8,0.57,2.94,0.71,11.61
PRK,2001,0.28,0.19,0.07,3.8,0.57,2.93,0.71,11.62
PRK,2002,0.28,0.19,0.07,3.8,0.56,2.93,0.71,11.63
PRK,2003,0.28,0.19,0.07,3.81,0.56,2.92,0.72,11.65
PRK,2004,0.28,0.19,0.07,3.81,0.56,2.91,0.72,11.67
PRK,2005,0.28,0.19,0.07,3.81,0.56,2.9,0.73,11.67
PRK,2006,0.28,0.19,0.07,3.81,0.56,2.89,0.73,11.67
PRK,2007,0.28,0.19,0.07,3.8,0.56,2.87,0.74,11.66
PRK,2008,0.28,0.19,0.07,3.8,0.56,2.85,0.75,11.65
PRK,2009,0.28,0.19,0.07,3.79,0.57,2.84,0.76,11.64
PRK,2010,0.28,0.19,0.07,3.79,0.57,2.83,0.76,11.64
PRK,2011,0.28,0.19,0.07,3.79,0.57,2.83,0.77,11.66
PRK,2012,0.28,0.19,0.07,3.8,0.56,2.83,0.77,11.68
PRK,2013,0.28,0.19,0.07,3.81,0.56,2.83,0.78,11.71
PRK,2014,0.28,0.19,0.07,3.82,0.56,2.83,0.78,11.74
PRK,2015,0.28,0.19,0.07,3.82,0.56,2.83,0.79,11.75
PRK,2016,0.28,0.19,0.07,3.8,0.57,2.82,0.79,11.75
PRK,2017,0.28,0.19,0.07,3.78,0.58,2.82,0.8,11.75
PRK,2018,0.28,0.19,0.07,3.79,0.58,2.82,0.79,11.77
PRK,2019,0.28,0.19,0.07,3.82,0.58,2.83,0.79,11.81
MKD,1990,0.3,0.57,0.14,3.79,0.41,2.87,1.85,11.54
MKD,1991,0.3,0.57,0.14,3.8,0.41,2.87,1.86,11.56
MKD,1992,0.3,0.58,0.14,3.8,0.41,2.87,1.88,11.58
MKD,1993,0.3,0.58,0.13,3.8,0.41,2.86,1.89,11.6
MKD,1994,0.3,0.58,0.13,3.81,0.41,2.86,1.89,11.61
MKD,1995,0.3,0.58,0.13,3.81,0.41,2.86,1.9,11.62
MKD,1996,0.3,0.58,0.13,3.82,0.42,2.86,1.9,11.63
MKD,1997,0.3,0.58,0.13,3.81,0.42,2.85,1.89,11.62
MKD,1998,0.3,0.58,0.13,3.81,0.42,2.84,1.89,11.62
MKD,1999,0.3,0.58,0.13,3.82,0.42,2.83,1.88,11.62
MKD,2000,0.3,0.58,0.13,3.83,0.42,2.83,1.88,11.62
MKD,2001,0.3,0.58,0.13,3.83,0.42,2.82,1.87,11.61
MKD,2002,0.3,0.58,0.13,3.84,0.43,2.81,1.87,11.6
MKD,2003,0.3,0.58,0.13,3.84,0.43,2.8,1.87,11.58
MKD,2004,0.3,0.58,0.13,3.85,0.43,2.78,1.86,11.56
MKD,2005,0.3,0.58,0.13,3.85,0.44,2.78,1.86,11.55
MKD,2006,0.3,0.58,0.13,3.85,0.44,2.77,1.85,11.53
MKD,2007,0.3,0.58,0.13,3.86,0.44,2.75,1.85,11.5
MKD,2008,0.31,0.58,0.14,3.86,0.45,2.74,1.85,11.47
MKD,2009,0.31,0.58,0.14,3.86,0.45,2.73,1.84,11.44
MKD,2010,0.31,0.58,0.14,3.87,0.45,2.73,1.84,11.42
MKD,2011,0.31,0.58,0.14,3.87,0.45,2.73,1.84,11.41
MKD,2012,0.31,0.58,0.14,3.87,0.45,2.73,1.84,11.4
MKD,2013,0.31,0.58,0.14,3.87,0.45,2.73,1.84,11.38
MKD,2014,0.31,0.58,0.15,3.87,0.46,2.73,1.83,11.38
MKD,2015,0.31,0.58,0.15,3.86,0.46,2.73,1.82,11.37
MKD,2016,0.31,0.58,0.15,3.86,0.46,2.74,1.8,11.36
MKD,2017,0.31,0.58,0.15,3.85,0.46,2.74,1.78,11.35
MKD,2018,0.31,0.58,0.15,3.85,0.45,2.75,1.81,11.34
MKD,2019,0.31,0.58,0.15,3.85,0.45,2.76,1.9,11.34
MNP,1990,0.35,0.3,0.18,4.06,0.76,2.8,1.07,10.95
MNP,1991,0.34,0.3,0.18,4.08,0.76,2.8,1.06,10.98
MNP,1992,0.34,0.3,0.18,4.09,0.77,2.81,1.06,11
MNP,1993,0.34,0.3,0.18,4.1,0.78,2.81,1.05,11.02
MNP,1994,0.34,0.3,0.18,4.11,0.78,2.81,1.05,11.03
MNP,1995,0.34,0.3,0.18,4.12,0.79,2.81,1.04,11.04
MNP,1996,0.34,0.3,0.18,4.14,0.79,2.81,1.04,11.05
MNP,1997,0.34,0.3,0.18,4.15,0.79,2.81,1.03,11.06
MNP,1998,0.34,0.3,0.17,4.18,0.79,2.82,1.02,11.06
MNP,1999,0.34,0.3,0.18,4.2,0.78,2.81,1.01,11.06
MNP,2000,0.34,0.3,0.18,4.22,0.78,2.82,0.99,11.07
MNP,2001,0.34,0.3,0.18,4.22,0.78,2.83,0.99,11.08
MNP,2002,0.34,0.3,0.17,4.19,0.8,2.85,0.99,11.1
MNP,2003,0.34,0.3,0.17,4.17,0.8,2.86,1,11.1
MNP,2004,0.34,0.3,0.17,4.16,0.8,2.87,1,11.11
MNP,2005,0.34,0.3,0.17,4.16,0.8,2.87,0.99,11.11
MNP,2006,0.34,0.3,0.17,4.17,0.8,2.88,0.99,11.12
MNP,2007,0.34,0.3,0.17,4.18,0.8,2.88,0.99,11.13
MNP,2008,0.33,0.3,0.17,4.18,0.8,2.88,0.98,11.15
MNP,2009,0.33,0.3,0.16,4.19,0.81,2.88,0.98,11.16
MNP,2010,0.33,0.3,0.16,4.19,0.81,2.88,0.98,11.17
MNP,2011,0.33,0.3,0.16,4.19,0.81,2.89,0.98,11.19
MNP,2012,0.33,0.3,0.15,4.19,0.8,2.89,0.99,11.2
MNP,2013,0.33,0.3,0.15,4.2,0.79,2.89,0.99,11.21
MNP,2014,0.33,0.29,0.15,4.22,0.79,2.9,0.98,11.22
MNP,2015,0.33,0.29,0.15,4.22,0.79,2.9,0.97,11.23
MNP,2016,0.33,0.29,0.15,4.22,0.79,2.9,0.99,11.22
MNP,2017,0.33,0.29,0.16,4.2,0.8,2.9,1,11.21
MNP,2018,0.33,0.29,0.16,4.2,0.8,2.91,1.01,11.22
MNP,2019,0.33,0.29,0.16,4.21,0.8,2.93,1.01,11.24
NOR,1990,0.31,0.9,0.45,7.76,0.87,3.21,2.61,16.1
NOR,1991,0.31,0.9,0.45,7.76,0.91,3.25,2.45,16.11
NOR,1992,0.31,0.9,0.45,7.75,0.94,3.29,2.3,16.11
NOR,1993,0.31,0.9,0.45,7.75,0.97,3.32,2.17,16.11
NOR,1994,0.31,0.9,0.45,7.74,1,3.33,2.08,16.11
NOR,1995,0.31,0.91,0.45,7.74,1.02,3.34,2.02,16.1
NOR,1996,0.31,0.91,0.46,7.69,1.04,3.32,2,16.06
NOR,1997,0.31,0.91,0.46,7.57,1.06,3.29,1.98,15.97
NOR,1998,0.31,0.91,0.46,7.44,1.08,3.25,1.97,15.86
NOR,1999,0.31,0.91,0.46,7.32,1.1,3.22,1.95,15.76
NOR,2000,0.31,0.91,0.47,7.27,1.11,3.21,1.92,15.73
NOR,2001,0.31,0.91,0.47,7.3,1.12,3.24,1.87,15.77
NOR,2002,0.31,0.91,0.47,7.35,1.13,3.3,1.79,15.86
NOR,2003,0.31,0.91,0.47,7.41,1.14,3.37,1.71,15.98
NOR,2004,0.31,0.9,0.47,7.46,1.15,3.43,1.64,16.07
NOR,2005,0.31,0.9,0.47,7.49,1.15,3.45,1.6,16.11
NOR,2006,0.31,0.9,0.48,7.48,1.14,3.44,1.6,16.09
NOR,2007,0.31,0.9,0.48,7.47,1.12,3.41,1.6,16.05
NOR,2008,0.31,0.9,0.48,7.46,1.09,3.36,1.61,15.98
NOR,2009,0.31,0.9,0.48,7.45,1.06,3.33,1.61,15.93
NOR,2010,0.31,0.9,0.49,7.44,1.05,3.31,1.62,15.91
NOR,2011,0.31,0.9,0.49,7.43,1.05,3.32,1.63,15.91
NOR,2012,0.31,0.9,0.49,7.4,1.05,3.33,1.65,15.92
NOR,2013,0.31,0.9,0.49,7.37,1.05,3.35,1.67,15.94
NOR,2014,0.31,0.9,0.49,7.34,1.05,3.38,1.69,15.95
NOR,2015,0.31,0.9,0.49,7.32,1.04,3.41,1.69,15.97
NOR,2016,0.31,0.9,0.5,7.31,1.03,3.49,1.67,16.03
NOR,2017,0.31,0.9,0.51,7.29,1.01,3.55,1.64,16.08
NOR,2018,0.31,0.9,0.51,7.29,1.02,3.55,1.66,16.06
NOR,2019,0.31,0.9,0.51,7.3,1.05,3.51,1.71,15.98
OMN,1990,0.27,0.7,0.24,4.68,0.32,4.03,0.45,13.7
OMN,1991,0.27,0.7,0.25,4.68,0.32,4.02,0.45,13.68
OMN,1992,0.27,0.7,0.25,4.67,0.32,4.01,0.45,13.66
OMN,1993,0.27,0.7,0.25,4.68,0.32,4,0.45,13.64
OMN,1994,0.27,0.71,0.25,4.69,0.32,4,0.45,13.64
OMN,1995,0.27,0.71,0.25,4.7,0.32,4,0.45,13.64
OMN,1996,0.27,0.71,0.26,4.71,0.31,4.01,0.45,13.64
OMN,1997,0.27,0.71,0.26,4.72,0.31,4.02,0.45,13.64
OMN,1998,0.27,0.71,0.26,4.74,0.31,4.03,0.45,13.66
OMN,1999,0.27,0.71,0.26,4.77,0.32,4.06,0.45,13.69
OMN,2000,0.27,0.71,0.27,4.8,0.32,4.08,0.45,13.72
OMN,2001,0.27,0.72,0.27,4.81,0.32,4.08,0.45,13.72
OMN,2002,0.27,0.72,0.27,4.81,0.32,4.09,0.45,13.73
OMN,2003,0.27,0.72,0.27,4.83,0.32,4.1,0.45,13.75
OMN,2004,0.27,0.72,0.28,4.86,0.33,4.13,0.44,13.79
OMN,2005,0.27,0.72,0.28,4.89,0.33,4.15,0.44,13.81
OMN,2006,0.27,0.72,0.28,4.88,0.33,4.14,0.44,13.79
OMN,2007,0.27,0.72,0.28,4.85,0.34,4.12,0.45,13.76
OMN,2008,0.28,0.72,0.28,4.84,0.34,4.12,0.45,13.74
OMN,2009,0.28,0.72,0.29,4.85,0.35,4.12,0.45,13.73
OMN,2010,0.28,0.72,0.29,4.83,0.35,4.11,0.46,13.71
OMN,2011,0.28,0.72,0.28,4.77,0.36,4.07,0.46,13.65
OMN,2012,0.28,0.71,0.28,4.73,0.36,4.05,0.47,13.61
OMN,2013,0.28,0.71,0.28,4.74,0.36,4.05,0.46,13.62
OMN,2014,0.28,0.71,0.28,4.77,0.36,4.06,0.46,13.65
OMN,2015,0.28,0.71,0.28,4.79,0.36,4.07,0.46,13.66
OMN,2016,0.28,0.71,0.28,4.75,0.37,4.05,0.46,13.63
OMN,2017,0.28,0.71,0.28,4.74,0.38,4.05,0.46,13.61
OMN,2018,0.28,0.71,0.28,4.77,0.38,4.08,0.46,13.66
OMN,2019,0.28,0.71,0.28,4.8,0.38,4.13,0.46,13.73
PAK,1990,0.29,0.39,0.1,3.39,0.55,4.12,1.24,12.47
PAK,1991,0.29,0.39,0.1,3.39,0.54,4.09,1.25,12.44
PAK,1992,0.29,0.39,0.1,3.4,0.54,4.06,1.26,12.41
PAK,1993,0.29,0.4,0.1,3.4,0.53,4.04,1.28,12.39
PAK,1994,0.29,0.4,0.1,3.4,0.53,4.02,1.29,12.38
PAK,1995,0.29,0.4,0.1,3.4,0.53,4.01,1.29,12.37
PAK,1996,0.29,0.4,0.1,3.41,0.53,4.02,1.3,12.38
PAK,1997,0.29,0.4,0.1,3.41,0.53,4.03,1.31,12.41
PAK,1998,0.29,0.4,0.1,3.41,0.53,4.05,1.32,12.44
PAK,1999,0.29,0.4,0.1,3.42,0.53,4.06,1.32,12.48
PAK,2000,0.29,0.4,0.1,3.42,0.53,4.07,1.33,12.5
PAK,2001,0.29,0.4,0.1,3.43,0.53,4.07,1.33,12.52
PAK,2002,0.29,0.4,0.1,3.44,0.54,4.07,1.33,12.55
PAK,2003,0.29,0.4,0.11,3.45,0.55,4.08,1.34,12.58
PAK,2004,0.29,0.4,0.11,3.46,0.56,4.08,1.34,12.62
PAK,2005,0.29,0.4,0.11,3.47,0.56,4.07,1.34,12.65
PAK,2006,0.29,0.4,0.11,3.48,0.57,4.06,1.35,12.67
PAK,2007,0.29,0.4,0.11,3.49,0.58,4.04,1.36,12.68
PAK,2008,0.29,0.4,0.11,3.5,0.58,4.01,1.37,12.7
PAK,2009,0.29,0.4,0.11,3.52,0.59,3.98,1.38,12.71
PAK,2010,0.29,0.4,0.11,3.53,0.59,3.96,1.39,12.73
PAK,2011,0.29,0.4,0.11,3.54,0.58,3.96,1.39,12.76
PAK,2012,0.29,0.4,0.12,3.55,0.56,3.96,1.39,12.8
PAK,2013,0.29,0.4,0.12,3.56,0.54,3.97,1.39,12.84
PAK,2014,0.29,0.4,0.12,3.58,0.51,3.97,1.38,12.88
PAK,2015,0.29,0.4,0.12,3.59,0.51,3.98,1.38,12.9
PAK,2016,0.29,0.4,0.12,3.59,0.51,3.97,1.4,12.91
PAK,2017,0.29,0.4,0.12,3.59,0.52,3.97,1.41,12.92
PAK,2018,0.29,0.4,0.13,3.6,0.5,4.02,1.42,12.98
PAK,2019,0.29,0.4,0.13,3.61,0.46,4.1,1.42,13.08
PLW,1990,0.31,0.28,0.12,4.11,0.76,3.28,0.79,11.64
PLW,1991,0.31,0.28,0.12,4.12,0.76,3.28,0.79,11.65
PLW,1992,0.31,0.28,0.12,4.13,0.76,3.29,0.79,11.65
PLW,1993,0.31,0.28,0.12,4.14,0.76,3.29,0.79,11.65
PLW,1994,0.31,0.28,0.12,4.14,0.76,3.3,0.79,11.65
PLW,1995,0.31,0.28,0.12,4.13,0.76,3.29,0.79,11.65
PLW,1996,0.31,0.28,0.12,4.12,0.76,3.28,0.8,11.64
PLW,1997,0.31,0.28,0.12,4.11,0.77,3.27,0.81,11.63
PLW,1998,0.31,0.28,0.12,4.1,0.77,3.26,0.83,11.62
PLW,1999,0.31,0.28,0.12,4.09,0.78,3.25,0.84,11.61
PLW,2000,0.31,0.28,0.12,4.08,0.78,3.24,0.84,11.61
PLW,2001,0.31,0.28,0.12,4.07,0.78,3.24,0.85,11.6
