Entity,Year,gini,reporting_gdp
Austria,2015,0.30532775,44178.04738
Austria,2016,0.30797074,44572.32282
Austria,2017,0.29737585,45263.51656
Austria,2018,0.308487901,46170.39489
Austria,2019,0.302115515,46650.98628
Azerbaijan,1995,0.346502852,1102.459147
Azerbaijan,2001,0.364549364,1614.792116
Azerbaijan,2002,0.252776662,1754.073606
Azerbaijan,2003,0.268328779,1918.543633
Azerbaijan,2004,0.266215925,2077.812262
Azerbaijan,2005,0.265549077,2631.758979
Bangladesh,1983,0.258764899,475.8682072
Bangladesh,1988,0.288465469,496.082735
Bangladesh,1991,0.275708056,525.8258304
Bangladesh,1995,0.329429829,579.0776954
Bangladesh,2000,0.334065309,663.9878064
Bangladesh,2005,0.332012921,789.3048066
Bangladesh,2010,0.321303194,998.4658223
Bangladesh,2016,0.323852725,1363.278252
Belarus,1993,0.216037193,2373.890521
Belarus,1995,0.287617308,1886.477425
Belarus,1998,0.320183498,2370.186467
Belarus,1999,0.317381486,2461.826851
Belarus,2000,0.311674836,2616.912993
Belarus,2001,0.305767237,2754.66447
Belarus,2002,0.303362442,2912.123361
Belarus,2003,0.288210118,3139.120986
Belarus,2004,0.264798851,3522.489851
Belarus,2005,0.275534107,3880.01437
Belarus,2006,0.28275443,4294.228672
Belarus,2007,0.296123799,4684.980291
Belarus,2008,0.278260446,5180.712344
Belarus,2009,0.276893063,5203.854887
Belarus,2010,0.285665998,5621.937175
Belarus,2011,0.271525517,5938.22068
Belarus,2012,0.26526199,6047.871129
Belarus,2013,0.265750525,6110.904667
Belarus,2014,0.271766668,6212.912772
Belarus,2015,0.256332263,5967.052204
Belarus,2016,0.253066162,5811.197944
Belarus,2017,0.2544457,5964.892944
Belarus,2018,0.252405254,6165.90933
Belarus,2019,0.252778477,6264.860965
Belarus,2020,0.243833552,6234.824328
Belgium,1985,0.252038515,25559.20837
Belgium,1988,0.25714683,27760.88548
Belgium,1992,0.249518773,30192.41913
Belgium,1995,0.284122689,31317.29498
Belgium,1997,0.268325629,32791.17059
Belgium,2000,0.331375589,35660.44716
Belgium,2003,0.281439485,36602.6573
Belgium,2004,0.30541503,37746.09829
Belgium,2005,0.293373291,38410.60159
Belgium,2006,0.280544964,39132.02306
Belgium,2007,0.292379744,40274.0279
Belgium,2008,0.283740114,40135.70565
Belgium,2009,0.285513502,39009.52956
Belgium,2010,0.283751912,39761.9314
Belgium,2011,0.280606956,39913.04049
Belgium,2012,0.274910949,39959.5003
Belgium,2013,0.276692012,39954.24627
Belgium,2014,0.281341459,40405.16818
Belgium,2015,0.277294625,40991.80814
Belgium,2016,0.275809819,41301.40652
Belgium,2017,0.273879678,41808.94556
Belgium,2018,0.272144137,42376.20576
Belgium,2019,0.272198008,43053.78859
Belize,1993,0.60253986,3964.86098
Belize,1994,0.609084287,3891.317253
Belize,1995,0.575542832,3816.424687
Belize,1996,0.565936851,3749.615279
Belize,1997,0.604253153,3743.836334
Belize,1998,0.549060262,3737.576948
Belize,1999,0.532627659,3917.15496
Benin,2003,0.385781991,942.9185879
Benin,2011,0.434397071,989.7673545
Benin,2015,0.477559141,1076.796698
Benin,2018,0.378086,1155.313168
Bhutan,2003,0.408980009,1352.978958
Bhutan,2007,0.380907722,1840.271602
Bhutan,2012,0.388093271,2479.151723
Bhutan,2017,0.374414096,3040.937003
Bolivia,1997,0.581644284,2019.851607
Bolivia,1999,0.580970457,2048.026511
Bolivia,2000,0.616399151,2059.185276
Bolivia,2001,0.573987961,2054.330947
Bolivia,2002,0.593110391,2066.24164
Bolivia,2004,0.550098723,2131.307108
Bolivia,2005,0.585279334,2186.186676
Bolivia,2006,0.566676818,2251.274994
Bolivia,2007,0.545370687,2313.891217
Bolivia,2008,0.508160807,2414.973422
Bolivia,2009,0.492229627,2454.800303
Bolivia,2011,0.460809514,2602.71849
Bolivia,2012,0.465852318,2692.607496
Bolivia,2013,0.475987892,2830.673453
Bolivia,2014,0.478319912,2939.47746
Bolivia,2015,0.467399531,3035.971655
Bolivia,2016,0.452506611,3118.913682
Bolivia,2017,0.446161139,3203.004437
Bolivia,2018,0.425795049,3291.156355
Bolivia,2019,0.416496365,3317.370945
Bolivia,2020,0.436153288,2983.027049
Bolivia - urban,1990,0.420357227,1744.31199
Bolivia - urban,1992,0.491100534,1789.239985
Bosnia and Herzegovina,2001,0.299664485,2913.229504
Bosnia and Herzegovina,2004,0.340374901,3371.238912
Bosnia and Herzegovina,2007,0.330615865,3909.971505
Bosnia and Herzegovina,2011,0.330301859,4185.304033
Botswana,1985,0.542121055,2498.484201
Botswana,1993,0.607906504,3757.02329
Botswana,2002,0.64731308,4683.955857
Botswana,2009,0.604590468,5286.574918
Botswana,2015,0.533250267,6402.910183
Brazil,1981,0.579308511,6079.244038
Brazil,1982,0.584171057,5987.820545
Brazil,1983,0.589880113,5679.897404
Brazil,1984,0.583760414,5853.897259
Brazil,1985,0.555867915,6178.523915
Brazil,1986,0.584646133,6504.975723
Brazil,1987,0.596927904,6601.58908
Brazil,1988,0.614283584,6471.952726
Brazil,1989,0.632951253,6553.238049
Brazil,1990,0.604872725,6155.645373
Brazil,1992,0.531729559,5974.590065
Brazil,1993,0.601188215,6165.316865
Brazil,1995,0.595697247,6584.739221
Brazil,1996,0.59888907,6624.100372
Brazil,1997,0.597996583,6742.711741
Brazil,1998,0.596072313,6662.853439
Brazil,1999,0.589915929,6595.616099
Brazil,2001,0.584133277,6788.576562
Brazil,2002,0.581136431,6904.625307
Brazil,2003,0.575627919,6896.137194
Brazil,2004,0.564787516,7206.261798
Brazil,2005,0.563162962,7352.282586
Brazil,2006,0.556473171,7560.70204
Brazil,2007,0.549277443,7936.824428
Brazil,2008,0.5404328,8258.615884
Brazil,2009,0.536872336,8169.26242
Brazil,2011,0.529475926,8965.620557
Brazil,2012,0.534398527,9056.580438
Brazil,2013,0.526865403,9247.573381
Brazil,2014,0.520331403,9214.977244
Brazil,2015,0.519308287,8813.989806
Brazil,2016,0.533428448,8455.312342
Brazil,2017,0.5333405,8498.293906
Brazil,2018,0.538709474,8582.338637
Brazil,2019,0.534857704,8638.282907
Brazil,2020,0.488803809,8228.78051
Bulgaria,1989,0.234271846,4784.054646
Bulgaria,1992,0.30714308,3836.763954
Bulgaria,1994,0.243219703,3892.711068
Bulgaria,1995,0.32772338,4021.722817
Bulgaria,1997,0.263782426,3674.931817
Bulgaria,2001,0.326821614,3937.434865
Bulgaria,2003,0.289179044,4518.87825
Bulgaria,2006,0.357025734,5629.419867
Bulgaria,2007,0.281363414,6044.759412
Bulgaria,2008,0.335731274,6459.640912
Bulgaria,2009,0.338231988,6288.67741
Bulgaria,2010,0.356535721,6427.810062
Bulgaria,2011,0.342786077,6605.08982
Bulgaria,2012,0.360139231,6693.612364
Bulgaria,2013,0.365736454,6693.450153
Bulgaria,2014,0.374185684,6796.689119
Bulgaria,2015,0.385673472,7074.681023
Bulgaria,2016,0.405910637,7341.047614
Bulgaria,2017,0.403790468,7599.124957
Bulgaria,2018,0.41284099,7859.678037
Bulgaria,2019,0.40271384,8234.781334
Burkina Faso,1994,0.480724934,355.1484195
Burkina Faso,1998,0.499439699,425.5691791
Burkina Faso,2003,0.432525114,484.097061
Burkina Faso,2009,0.397622364,553.5166745
Burkina Faso,2014,0.353012275,647.4287022
Burkina Faso,2018,0.473471278,718.6425595
Burundi,1992,0.333338119,445.1049936
Burundi,1998,0.423165258,322.1519114
Burundi,2006,0.333598635,301.7906504
Burundi,2013,0.386248187,324.8286607
Cameroon,1996,0.444467581,1034.50787
Cameroon,2001,0.421367941,1124.432314
Cameroon,2007,0.428200629,1248.662599
Cameroon,2014,0.466408738,1343.928455
Canada,1971,0.37257143,19780.48895
Canada,1975,0.332983624,22541.49907
Canada,1981,0.32438636,26028.86496
Canada,1987,0.31474026,28624.6615
Canada,1991,0.310210857,28287.87816
Canada,1994,0.312557361,29590.30578
Canada,1997,0.316309688,31222.72482
Canada,1998,0.331610293,31830.61711
Canada,2000,0.333439091,34121.60919
Canada,2004,0.337435608,37086.4493
Canada,2007,0.338410079,42097.43512
Canada,2010,0.335926034,41155.32364
Canada,2012,0.335390108,42315.80739
Canada,2013,0.337989822,42846.2842
Canada,2014,0.33157606,43635.09548
Canada,2015,0.337464825,43596.13554
Canada,2016,0.327018237,43536.9134
Canada,2017,0.333082063,44325.41678
Cape Verde,2001,0.524963032,1983.297558
Cape Verde,2007,0.471873889,2922.233072
Cape Verde,2015,0.423810874,3043.031382
Central African Republic,1992,0.613307461,469.4336437
Central African Republic,2008,0.562366082,480.4109001
Chad,2003,0.398245701,464.5002788
Chad,2011,0.433212117,700.6627053
Chad,2018,0.374991545,658.6888919
Chile,1987,0.562101581,4710.709892
Chile,1990,0.572491006,5470.479736
Chile,1992,0.548144893,6343.227129
Chile,1994,0.564335963,6877.434435
Chile,1996,0.54873679,7770.539111
Chile,1998,0.555220691,8481.752131
Chile,2000,0.52772009,8685.321794
Chile,2003,0.51489868,9321.218536
Chile,2006,0.472948164,10887.86378
Chile,2009,0.46991219,11273.6175
Chile,2011,0.460483497,12406.41357
Chile,2013,0.458311061,13333.34683
Chile,2015,0.443713277,13574.16924
Chile,2017,0.444410284,13590.99135
Chile,2020,0.449209395,12954.40535
China,1981,0.281640967,447.1189967
China,1984,0.271023016,596.200056
China,1987,0.293859583,786.8634917
China,1990,0.322266182,905.0308586
China,1993,0.338777995,1239.127184
China,1996,0.352276601,1653.430868
China,1999,0.387032152,2038.202874
China,2002,0.419857242,2557.887094
China,2005,0.409007668,3390.71017
China,2008,0.429650385,4711.635127
China,2010,0.437449533,5647.058752
China,2011,0.424092243,6152.686005
China,2012,0.422371658,6591.650851
China,2013,0.397363984,7056.410627
China,2014,0.391776523,7532.771996
China,2015,0.385953024,8016.431435
China,2016,0.384805186,8516.513699
China,2017,0.390757759,9053.212733
China,2018,0.384976421,9619.192484
China,2019,0.381683425,10155.41756
China - rural,1981,0.247292331,447.1189967
China - rural,1984,0.266861278,596.200056
China - rural,1987,0.29451064,786.8634917
China - rural,1990,0.305734705,905.0308586
China - rural,1993,0.321264639,1239.127184
China - rural,1996,0.336204405,1653.430868
China - rural,1999,0.353894188,2038.202874
China - rural,2002,0.380193538,2557.887094
China - rural,2005,0.358492019,3390.71017
China - rural,2008,0.393990501,4711.635127
China - rural,2010,0.406078874,5647.058752
China - rural,2011,0.38497447,6152.686005
China - rural,2012,0.394973467,6591.650851
China - rural,2013,0.339710112,7056.410627
China - rural,2014,0.337563904,7532.771996
China - rural,2015,0.332428073,8016.431435
China - rural,2016,0.331798376,8516.513699
China - rural,2017,0.342559863,9053.212733
China - rural,2018,0.335415647,9619.192484
China - rural,2019,0.326748621,10155.41756
China - urban,1981,0.184618573,447.1189967
China - urban,1984,0.177919784,596.200056
China - urban,1987,0.201993541,786.8634917
China - urban,1990,0.255946399,905.0308586
China - urban,1993,0.284663601,1239.127184
China - urban,1996,0.290892281,1653.430868
China - urban,1999,0.315475645,2038.202874
China - urban,2002,0.334609985,2557.887094
China - urban,2005,0.347987066,3390.71017
China - urban,2008,0.351543057,4711.635127
China - urban,2010,0.357445229,5647.058752
China - urban,2011,0.35559226,6152.686005
China - urban,2012,0.353533521,6591.650851
China - urban,2013,0.366862311,7056.410627
China - urban,2014,0.364296748,7532.771996
China - urban,2015,0.361562234,8016.431435
China - urban,2016,0.361248256,8516.513699
China - urban,2017,0.369419298,9053.212733
China - urban,2018,0.369061327,9619.192484
China - urban,2019,0.370525572,10155.41756
Colombia,1992,0.514536725,3714.618797
Colombia,1996,0.569369082,4129.050332
Colombia,1999,0.587396001,3911.573386
Colombia,2000,0.58682893,3961.929723
Colombia,2001,0.574830396,3965.764058
Colombia,2002,0.560189005,4003.46582
Colombia,2003,0.535864778,4099.306376
Colombia,2004,0.549810497,4257.162686
Colombia,2005,0.539133393,4402.899082
Colombia,2008,0.553232461,4991.789212
Colombia,2009,0.542964151,4992.823174
Colombia,2010,0.546254766,5162.705636
Colombia,2011,0.534902914,5468.19554
Colombia,2012,0.526454824,5631.21737
Colombia,2013,0.526326364,5866.873788
Colombia,2014,0.52551015,6069.186783
Colombia,2015,0.509904209,6175.87603
Colombia,2016,0.505706771,6219.149691
Colombia,2017,0.497154848,6208.98702
Colombia,2018,0.504187041,6271.875121
Colombia,2019,0.513349741,6390.368057
Colombia,2020,0.541739756,5892.481636
Colombia - urban,1980,0.591267268,3202.730704
Colombia - urban,1988,0.531062511,3510.797927
Colombia - urban,1989,0.535924653,3559.632896
Colombia - urban,1991,0.513189056,3640.455025
Comoros,2004,0.559251602,1177.299239
Comoros,2014,0.453345947,1258.070703
Congo,2005,0.473305418,2171.443137
Congo,2011,0.489386705,2406.925446
Costa Rica,1981,0.474947622,5910.728782
Costa Rica,1986,0.344240454,5655.93881
Costa Rica,1989,0.455707618,5988.541082
Costa Rica,1990,0.453015441,6041.443913
Costa Rica,1991,0.466478502,6018.857305
Costa Rica,1992,0.457123974,6403.784665
Costa Rica,1993,0.46003164,6683.836169
Costa Rica,1994,0.467524085,6811.111868
Costa Rica,1995,0.457126848,6920.579041
Costa Rica,1996,0.465417409,6846.35762
Costa Rica,1997,0.456171152,7053.137427
Costa Rica,1998,0.456672232,7389.045113
Costa Rica,1999,0.476653323,7538.886252
Costa Rica,2000,0.474494719,7678.491551
Costa Rica,2001,0.515150664,7805.311928
Costa Rica,2002,0.518236307,7940.43018
Costa Rica,2003,0.493087,8157.651153
Costa Rica,2004,0.484239382,8395.40107
Costa Rica,2005,0.475137027,8606.333699
Costa Rica,2006,0.492852664,9109.530305
Costa Rica,2007,0.493142999,9725.38492
Costa Rica,2008,0.48645482,10052.6829
Costa Rica,2009,0.505601251,9837.876584
Costa Rica,2010,0.480459678,10236.98032
Costa Rica,2011,0.487621657,10559.20596
Costa Rica,2012,0.484190275,10945.03501
Costa Rica,2013,0.49152471,11090.08844
Costa Rica,2014,0.486341956,11355.3311
Costa Rica,2015,0.483761414,11642.77805
Costa Rica,2016,0.487060656,12004.67131
Costa Rica,2017,0.483465406,12375.92373
Costa Rica,2018,0.479685473,12573.95585
Costa Rica,2019,0.481878336,12735.09282
Costa Rica,2020,0.492503165,12105.92843
Cote d'Ivoire,1985,0.455262681,2164.419701
Cote d'Ivoire,1986,0.379697614,2150.603402
Cote d'Ivoire,1987,0.405100992,2064.787919
Cote d'Ivoire,1988,0.368862859,2013.614816
Cote d'Ivoire,1992,0.393857643,1771.774993
Cote d'Ivoire,1995,0.405638205,1723.157369
Cote d'Ivoire,1998,0.389599627,1933.073202
Cote d'Ivoire,2002,0.413400416,1679.406537
Cote d'Ivoire,2008,0.431837333,1596.255237
Cote d'Ivoire,2015,0.414748,1972.545683
Cote d'Ivoire,2018,0.371835636,2247.776609
Croatia,1998,0.287483605,8511.781858
Croatia,1999,0.277069422,8473.710544
Croatia,2000,0.313256437,8805.500395
Croatia,2001,0.311021619,9428.41072
Croatia,2004,0.296774046,10942.57241
Croatia,2008,0.337087724,12789.6358
Croatia,2009,0.331833481,11870.794
Croatia,2010,0.273541012,11748.94483
Croatia,2011,0.322574343,11779.52999
Croatia,2012,0.324751504,11546.70174
Croatia,2013,0.319954852,11536.86016
Croatia,2014,0.321071489,11543.87628
Croatia,2015,0.311153148,11933.37738
Croatia,2016,0.308997256,12441.50254
Croatia,2017,0.303545759,13021.67166
Croatia,2018,0.297294736,13519.55883
Croatia,2019,0.289090897,14068.04453
Cyprus,2004,0.300894008,24797.92016
Cyprus,2005,0.302594562,25629.58417
Cyprus,2006,0.311259618,26393.67865
Cyprus,2007,0.311132723,27154.90072
Cyprus,2008,0.317086618,27447.24093
Cyprus,2009,0.321088469,26181.7436
Cyprus,2010,0.314579286,26019.76438
Cyprus,2011,0.326255244,25466.1084
Cyprus,2012,0.343124334,24216.52852
Cyprus,2013,0.370419929,22682.26657
Cyprus,2014,0.35565653,22513.77926
Cyprus,2015,0.33966378,23408.33668
Cyprus,2016,0.328917954,24805.20256
Cyprus,2017,0.31416234,26013.83282
Cyprus,2018,0.32739861,27161.40335
Cyprus,2019,0.312242271,28211.06465
Czechia,1992,0.207032835,10238.24768
Czechia,1993,0.266047934,10233.94219
Czechia,1996,0.257990097,11711.31541
Czechia,2002,0.265550951,12959.81748
Czechia,2004,0.2753318,14070.28046
Czechia,2005,0.269460429,14978.41319
Czechia,2006,0.267441556,15948.74529
Czechia,2007,0.259986894,16739.17872
Czechia,2008,0.262802722,17046.88503
Czechia,2009,0.261566746,16160.62056
Czechia,2010,0.266235138,16505.9537
Czechia,2011,0.263813431,16761.82731
Czechia,2012,0.261100175,16606.99254
Czechia,2013,0.264739033,16593.86423
Czechia,2014,0.259232209,16951.37912
Czechia,2015,0.25867433,17829.69832
Czechia,2016,0.254063329,18247.01173
Czechia,2017,0.248522097,19139.23988
Czechia,2018,0.249903408,19685.49448
Czechia,2019,0.252621969,20202.15159
Democratic Republic of Congo,2004,0.421636322,353.7318996
Democratic Republic of Congo,2012,0.420997092,432.6784074
Denmark,1987,0.262350397,38585.40285
Denmark,1992,0.246938104,40383.55878
Denmark,1995,0.229558964,43310.25009
Denmark,2000,0.237663197,49241.928
Denmark,2003,0.256316711,49599.99696
Denmark,2004,0.249127965,50792.00095
Denmark,2005,0.251868891,51835.83271
Denmark,2006,0.25913077,53687.44155
Denmark,2007,0.26184259,53935.87025
Denmark,2008,0.252465008,53345.35762
Denmark,2009,0.267015601,50457.23249
Denmark,2010,0.271985592,51173.46616
Denmark,2011,0.273117461,51644.46351
Denmark,2012,0.277907505,51567.04015
Denmark,2013,0.285437629,51831.79793
Denmark,2014,0.283528792,52404.76397
Denmark,2015,0.281774465,53254.85637
Denmark,2016,0.281874407,54556.06895
Denmark,2017,0.287466614,55735.7649
Denmark,2018,0.281663362,56563.48847
Denmark,2019,0.277236462,57553.13124
Djibouti,2002,0.39997839,1772.395149
Djibouti,2012,0.451342527,2312.287296
Djibouti,2013,0.441270749,2386.248188
Djibouti,2017,0.415879916,2893.758813
Dominican Republic,1986,0.477807972,2727.821612
Dominican Republic,1989,0.504578658,3020.064764
Dominican Republic,1992,0.513597609,3028.106038
Dominican Republic,1996,0.474344406,3480.274229
Dominican Republic,1997,0.489238581,3727.800214
Dominican Republic,2000,0.515212021,4209.411868
Dominican Republic,2001,0.499992259,4249.100081
Dominican Republic,2002,0.496775186,4375.789832
Dominican Republic,2003,0.52127291,4255.766209
Dominican Republic,2004,0.520562049,4304.770081
Dominican Republic,2005,0.499682092,4647.037875
Dominican Republic,2006,0.51963103,5006.552377
Dominican Republic,2007,0.488593715,5308.632394
Dominican Republic,2008,0.48109169,5409.947949
Dominican Republic,2009,0.488758412,5393.470287
Dominican Republic,2010,0.473265993,5771.918418
Dominican Republic,2011,0.47706905,5881.135421
Dominican Republic,2012,0.461337531,5969.352761
Dominican Republic,2013,0.476563933,6187.283014
Dominican Republic,2014,0.442800318,6547.307977
Dominican Republic,2015,0.451816364,6921.520594
Dominican Republic,2016,0.457239171,7300.033285
Dominican Republic,2017,0.421956153,7556.85365
Dominican Republic,2018,0.436866621,7997.761109
Dominican Republic,2019,0.419185651,8314.344819
Dominican Republic,2020,0.396412327,7677.710372
Ecuador,1994,0.53368962,4412.902079
Ecuador,1999,0.586019931,4243.872201
Ecuador,2000,0.563785176,4209.344979
Ecuador,2003,0.535286921,4440.729795
Ecuador,2004,0.539319908,4725.232443
